визуализация,7,визуализация,5,False
неопределенный,6,неопределенный,5,False
землетрясение,6,землетрясение,5,False
Германия,4,Германия,3,False
гидроманипуляторами,9,гидроманипуляторами,8,False
товаробраковочного,8,товаробраковочного,7,False
чтение,3,чтение,2,False
обеспечивающие,8,обеспечивающие,6,False
позиционирование,9,позиционирование,7,False
його,2,йог,1,False
кондиционирования,9,кондиционирования,7,False
цветочную,4,цветочную,3,False
геологические,7,геологические,5,False
инструктируемого,7,инструктируемого,6,False
глобализируещееся,9,глобализируещееся,7,False
оборудование,7,оборудование,5,False
