Unnamed: 0,Natasha_no_hyphen1,Tokens,Lemmas,wh_words,wh_dicts,annotation
2542,"Зачем совершать убийство под носом у Думбльдора ради какого-то калеки, растерявшего колдовскую силу?",15,"[{'ADV': 'зачем'}, {'VERB': 'совершать'}, {'NOUN': 'убийство'}, {'ADP': 'под'}, {'NOUN': 'нос'}, {'ADP': 'у'}, {'PROPN': 'думбльдор'}, {'ADP': 'ради'}, {'DET': 'какой-то'}, {'NOUN': 'калека'}, {'PUNCT': ','}, {'VERB': 'растерять'}, {'ADJ': 'колдовской'}, {'NOUN': 'сила'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2544,А иначе зачем бы тебе селиться в колдовской семье?,10,"[{'CCONJ': 'а'}, {'CCONJ': 'иначе'}, {'ADV': 'зачем'}, {'AUX': 'бы'}, {'PRON': 'ты'}, {'VERB': 'селиться'}, {'ADP': 'в'}, {'ADJ': 'колдовской'}, {'NOUN': 'семья'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2719,"Простите, но… я не понимаю… зачем нам ждать окончания чемпионата?",14,"[{'VERB': 'простить'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': '…'}, {'ADV': 'зачем'}, {'PRON': 'мы'}, {'VERB': 'ждать'}, {'NOUN': 'окончание'}, {'NOUN': 'чемпионат'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2732,"Ах, Червехвост, зачем портить сюрприз?",8,"[{'INTJ': 'ах'}, {'PUNCT': ','}, {'PROPN': 'червехвост'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'VERB': 'портить'}, {'NOUN': 'сюрприз'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2734,"Червехвост, Червехвост, – укорил ледяной голос, – ну зачем мне тебя убивать?",16,"[{'PROPN': 'червехвост'}, {'PUNCT': ','}, {'PROPN': 'червехвост'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'укорить'}, {'ADJ': 'ледяной'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PART': 'ну'}, {'ADV': 'зачем'}, {'PRON': 'я'}, {'PRON': 'ты'}, {'VERB': 'убивать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
2848,Зачем нам так рано?,5,"[{'ADV': 'зачем'}, {'PRON': 'мы'}, {'ADV': 'так'}, {'ADV': 'рано'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2904,Зачем мистеру Шульману такая глупость?,6,"[{'ADV': 'зачем'}, {'NOUN': 'мистер'}, {'PROPN': 'шульман'}, {'DET': 'такой'}, {'NOUN': 'глупость'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2922,"Ну вот, и зачем я только купил это?",10,"[{'PART': 'ну'}, {'PART': 'вот'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADV': 'зачем'}, {'PRON': 'я'}, {'PART': 'только'}, {'VERB': 'купить'}, {'PRON': 'это'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
2953,Зачем он поймал Проныру?,5,"[{'PROPN': 'зачем'}, {'PRON': 'он'}, {'VERB': 'поймать'}, {'PROPN': 'проныра'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
2955,И зачем же вы весь день заставляли меня кривляться?,10,"[{'CCONJ': 'и'}, {'ADV': 'зачем'}, {'PART': 'же'}, {'PRON': 'вы'}, {'DET': 'весь'}, {'NOUN': 'день'}, {'VERB': 'заставлять'}, {'PRON': 'я'}, {'NOUN': 'кривляться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3056,Зачем им было запускать в воздух муглов?,8,"[{'ADV': 'зачем'}, {'PRON': 'они'}, {'AUX': 'быть'}, {'VERB': 'запускать'}, {'ADP': 'в'}, {'NOUN': 'воздух'}, {'NOUN': 'муглов'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3239,"Естественно, возникает вопрос: зачем, если нет контрзаклятия, я вам это показываю?",16,"[{'ADV': 'естественно'}, {'PUNCT': ','}, {'VERB': 'возникать'}, {'NOUN': 'вопрос'}, {'PUNCT': ':'}, {'ADV': 'зачем'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PART': 'нет'}, {'NOUN': 'контрзаклятие'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PRON': 'вы'}, {'PRON': 'это'}, {'VERB': 'показывать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3299,Сириус – А зачем почаще менять сов?,8,"[{'PROPN': 'сириус'}, {'PUNCT': '–'}, {'CCONJ': 'а'}, {'ADV': 'зачем'}, {'VERB': 'почаще'}, {'VERB': 'менять'}, {'NOUN': 'сова'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3493,Зачем он зовет меня к себе в полночь?,9,"[{'ADV': 'зачем'}, {'PRON': 'он'}, {'VERB': 'звать'}, {'PRON': 'я'}, {'ADP': 'к'}, {'PRON': 'себя'}, {'ADP': 'в'}, {'NOUN': 'полночь'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3529,Но… зачем?,4,"[{'CCONJ': 'но'}, {'PUNCT': '…'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3675,А зачем вам?,4,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PRON': 'вы'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3696,Зачем я это сделал?,5,"[{'ADV': 'зачем'}, {'PRON': 'я'}, {'PRON': 'это'}, {'VERB': 'сделать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3869,"Зачем вы так с Огридом, а?",8,"[{'ADV': 'зачем'}, {'PRON': 'вы'}, {'ADV': 'так'}, {'ADP': 'с'}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3957,А зачем ему наш следующий Хогсмед?,7,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PRON': 'он'}, {'DET': 'наш'}, {'ADJ': 'следующий'}, {'PROPN': 'хогсмед'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3980,А зачем они?,4,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PRON': 'они'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
3996,А ее-то ты зачем приволок?,6,"[{'CCONJ': 'а'}, {'ADV': 'ее-то'}, {'PRON': 'ты'}, {'ADV': 'зачем'}, {'VERB': 'приволочь'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4058,А зачем тогда Злей спас Гарри жизнь в первом классе?,11,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'ADV': 'тогда'}, {'PROPN': 'злеть'}, {'VERB': 'спасти'}, {'PROPN': 'гарри'}, {'NOUN': 'жизнь'}, {'ADP': 'в'}, {'ADJ': 'первый'}, {'NOUN': 'класс'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4118,Зачем нам туда?,4,"[{'ADV': 'зачем'}, {'PRON': 'мы'}, {'ADV': 'туда'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4499,Он здесь зачем?,4,"[{'PRON': 'он'}, {'ADV': 'здесь'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4558,"Зачем же тогда все эти ваши… – тут она тоже понизила голос, и следующее слово Гарри пришлось читать по губам: –совы?",26,"[{'ADV': 'зачем'}, {'PART': 'же'}, {'ADV': 'тогда'}, {'DET': 'весь'}, {'DET': 'этот'}, {'DET': 'ваш'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'ADV': 'тут'}, {'PRON': 'она'}, {'ADV': 'тоже'}, {'VERB': 'понизить'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADJ': 'следующий'}, {'NOUN': 'слово'}, {'PROPN': 'гарри'}, {'VERB': 'прийтись'}, {'VERB': 'читать'}, {'ADP': 'по'}, {'NOUN': 'губа'}, {'PUNCT': ':'}, {'PUNCT': '–'}, {'NOUN': 'сова'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
4713,Тогда зачем?,3,"[{'ADV': 'тогда'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4762,"Но, интересно, зачем их так много?",9,"[{'CCONJ': 'но'}, {'PUNCT': ','}, {'ADJ': 'интересный'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PRON': 'они'}, {'ADV': 'так'}, {'ADV': 'много'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4793,"Зачем они здесь, в доме, явно принадлежащем чернейшему из магов?",13,"[{'ADV': 'зачем'}, {'PRON': 'они'}, {'ADV': 'здесь'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'дом'}, {'PUNCT': ','}, {'ADV': 'явно'}, {'VERB': 'принадлежать'}, {'NOUN': 'чернейший'}, {'ADP': 'из'}, {'NOUN': 'маг'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4815,ЗАЧЕМ МНЕ О ЧЕМ-ТО РАССКАЗЫВАТЬ?,6,"[{'NOUN': 'зачем'}, {'PRON': 'я'}, {'ADP': 'о'}, {'PRON': 'что-то'}, {'VERB': 'рассказывать'}, {'PUNCT': '?'}]",зачем,[{'NOUN': 'зачем'}],0
4883,ЭТО ЕЩЕ ЗАЧЕМ?,4,"[{'PRON': 'это'}, {'VERB': 'еще'}, {'NOUN': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'NOUN': 'зачем'}],0
4938,Это зачем?,3,"[{'PRON': 'это'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
4958,Зачем он приволок сюда котлы?,6,"[{'ADV': 'зачем'}, {'PRON': 'он'}, {'VERB': 'приволочь'}, {'ADV': 'сюда'}, {'NOUN': 'котел'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
5294,Зачем ты продлеваешь подписку?,5,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'VERB': 'продлевать'}, {'NOUN': 'подписка'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
5412,"Я понятия не имею, зачем нужен лунный камень, а ты?",13,"[{'PRON': 'я'}, {'NOUN': 'понятие'}, {'PART': 'не'}, {'VERB': 'иметь'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'ADJ': 'нужный'}, {'ADJ': 'лунный'}, {'NOUN': 'камень'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'ты'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],1
5459,Зачем мне смеяться?,4,"[{'ADV': 'зачем'}, {'PRON': 'я'}, {'VERB': 'смеяться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
5541,Зачем ты?,3,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
5606,"Меня и так наказали, зачем же еще и баллы вычитать?",12,"[{'PRON': 'я'}, {'PART': 'и'}, {'ADV': 'так'}, {'VERB': 'наказать'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PART': 'же'}, {'ADV': 'еще'}, {'PART': 'и'}, {'NOUN': 'балл'}, {'VERB': 'вычитать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
5782,А зачем Гнус от нас прятался?,7,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PROPN': 'гнус'}, {'ADP': 'от'}, {'PRON': 'мы'}, {'VERB': 'прятаться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6206,"Зачем ему, чтобы я здесь оставался?",8,"[{'ADV': 'зачем'}, {'PRON': 'он'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'я'}, {'ADV': 'здесь'}, {'VERB': 'оставаться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6330,Зачем он здесь?,4,"[{'ADV': 'зачем'}, {'PRON': 'он'}, {'ADV': 'здесь'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6339,Но зачем прекращать?,4,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'VERB': 'прекращать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6368,"А зачем Стурджису ее взламывать, если он за нас?",11,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PROPN': 'стурджис'}, {'PRON': 'она'}, {'VERB': 'взламывать'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'ADP': 'за'}, {'PRON': 'мы'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6407,А зачем?,3,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6614,"Зачем я, по-вашему, привела Мариэтту Эджком?",9,"[{'ADV': 'зачем'}, {'PRON': 'я'}, {'PUNCT': ','}, {'ADJ': 'по-вашему'}, {'PUNCT': ','}, {'VERB': 'привести'}, {'PROPN': 'мариэтта'}, {'PROPN': 'эджком'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6818,А оружие зачем?,4,"[{'CCONJ': 'а'}, {'NOUN': 'оружие'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6834,Но зачем?,3,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6838,"Ах, Огрид, зачем ты его привел, если он не хотел?",14,"[{'INTJ': 'ах'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PRON': 'ты'}, {'PRON': 'он'}, {'VERB': 'привести'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'хотеть'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6927,Но зачем увольнять Огрида сейчас?,6,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'VERB': 'увольнять'}, {'PROPN': 'огрид'}, {'ADV': 'сейчас'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
6964,Зачем вспоминать об этом его проколесейчас?,7,"[{'ADV': 'зачем'}, {'VERB': 'вспоминать'}, {'ADP': 'о'}, {'PRON': 'это'}, {'DET': 'его'}, {'NOUN': 'проколесейчас'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7053,Зачем вы здесь?,4,"[{'ADV': 'зачем'}, {'PRON': 'вы'}, {'ADV': 'здесь'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7130,Зачем оно понадобилось Вольдеморту?,5,"[{'ADV': 'зачем'}, {'PRON': 'оно'}, {'VERB': 'понадобиться'}, {'PROPN': 'вольдеморт'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7147,Зачем ему красть пророчество про меня?,7,"[{'ADV': 'зачем'}, {'PRON': 'он'}, {'VERB': 'красть'}, {'NOUN': 'пророчество'}, {'ADP': 'про'}, {'PRON': 'я'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7257,Но зачем он так сделал?,6,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PRON': 'он'}, {'ADV': 'так'}, {'VERB': 'сделать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7258,Зачем было убивать меня тогда?,6,"[{'ADV': 'зачем'}, {'AUX': 'быть'}, {'VERB': 'убивать'}, {'PRON': 'я'}, {'ADV': 'тогда'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7487,А зачем?,3,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7505,Зачем Упивающимся Смертью бедный старый инвалид?,7,"[{'ADV': 'зачем'}, {'PROPN': 'упиваться'}, {'ADV': 'смертью'}, {'ADJ': 'бедный'}, {'ADJ': 'старый'}, {'NOUN': 'инвалид'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7619,"Молли, зачем нам всем к мадам Малкин?",9,"[{'PROPN': 'молли'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PRON': 'мы'}, {'PRON': 'весь'}, {'ADP': 'к'}, {'NOUN': 'мадам'}, {'PROPN': 'малкин'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7713,А я-то ему зачем?,5,"[{'CCONJ': 'а'}, {'VERB': 'я-то'}, {'PRON': 'он'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
7802,"Не дури, – отмахнулся Гарри, – тебе-то зачем?",11,"[{'PART': 'не'}, {'VERB': 'дурь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'отмахнуться'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'ты-то'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
8069,Вы зачем пришли?,4,"[{'PRON': 'вы'}, {'ADV': 'зачем'}, {'VERB': 'прийти'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8155,Зачем только ты приволок эту глупую книгу?,8,"[{'ADV': 'зачем'}, {'PART': 'только'}, {'PRON': 'ты'}, {'VERB': 'приволочь'}, {'DET': 'этот'}, {'ADJ': 'глупый'}, {'NOUN': 'книга'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
